,Muffat-FMG__1,Muffat-FMG__2,Muffat-FMG__1-NCM,Muffat-NPC__1,Muffat-NPC__2,Muffat-NPC__3,Muffat-NPC__4,Muffat-pMGL__1,Muffat-pMGL__2,Muffat-pMGL__31,Muffat-pMGL__32,Muffat-pMGL__4,Muffat-pMGL__5,Muffat-pMGL__1-NCM,Muffat-pMGL__2-NCM,Muffat-pMGL__3-NCM
RP13-188P24.2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2
GABRG3,41,140,41,237,366,164,121,118,201,300,24,16,0,708,88,410
AC136896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC136896.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC145436.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC144833.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-100M12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-100M12.2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
RP11-100M12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-30G8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-30G8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCA2,6,2,0,124,66,68,111,14,10,64,14,0,0,60,0,50
AC090696.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2,203,171,173,111,106,388,147,318,270,395,509,127,111,247,107,267
RPL41P2,3,1,2,6,5,10,9,0,2,0,0,2,5,2,2,0
RP11-578F21.3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
RP11-536P16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SL238P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-483E23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4509-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536P16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4509-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536P16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536P16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-578F21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-665A22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P9,0,0,3,0,5,2,4,2,10,2,0,0,2,8,0,12
RP11-578F21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL719P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-578F21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHAMMP2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0
RP11-578F21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-578F21.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC055876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-578F21.12,258,230,162,101,117,121,102,296,37,7,10,70,85,107,12,4
RP11-578F21.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483E23.8,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
WI2-2334D6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APBA2,254,541,349,78,77,92,251,118,53,266,50,34,6,191,4,131
RP13-126C7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM189A1,0,6,0,6,7,17,2,8,0,5,0,0,0,4,0,2
RP11-37J13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSMCE3,14,6,2,22,27,2,5,8,4,0,3,6,5,4,2,5
CTD-3118D7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-300A12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-300A12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-680F8.1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0
TJP1,28,43,84,452,65,510,376,141,103,114,114,69,50,201,41,151
RP11-680F8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGN2P5,14,10,8,9,13,7,6,13,15,19,4,8,19,4,16,12
RP11-680F8.3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CTD-2022H16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-143J24.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2022H16.3,1,3,0,0,1,0,0,2,0,0,0,2,1,1,3,0
CTD-2022H16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL673P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULK4P3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
GOLGA8T,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL469P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026150.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-261B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-17P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-261B23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-382B18.1,0,0,0,2,0,0,0,0,3,0,0,1,0,0,5,0
CHRFAM7A,22,15,17,43,7,25,6,2,12,6,2,0,0,4,0,0
RP11-382B18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-382B18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RN7SL196P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-382B18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3092A11.1,10,6,3,0,29,18,19,17,17,14,7,3,0,19,0,0
CTD-3092A11.2,14,15,8,4,14,51,62,16,35,49,42,16,2,5,11,7
CTD-3092A11.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC026150.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026150.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
GOLGA8Q,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
RN7SL796P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULK4P2,0,1,0,2,8,24,2,1,0,0,0,0,0,2,0,0
GOLGA8H,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL628P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-932O9.7,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ARHGAP11B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-736I24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-736I24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-932O9.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1086D14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
RP11-736I24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1086D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL82P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1086D14.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
RP11-540B6.2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-540B6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAN1,0,10,0,7,4,3,2,8,4,107,2,4,10,4,7,3
RP11-540B6.6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MTMR10,379,310,226,68,0,1,1,4,194,196,261,90,1,2,124,175
RNU6-466P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRPM1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP11-348B17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-16E12.1,0,0,0,2,6,3,0,0,0,1,0,0,0,8,0,0
RP11-16E12.2,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0
KLF13,17,12,18,2,5,7,4,10,21,6,6,11,8,0,6,0
RP11-126F18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-126F18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD7A,2,0,8,2,8,18,8,0,2,6,12,2,0,0,0,12
RP11-456J20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-456J20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA7,2,4,0,30,55,1,12,0,2,13,6,8,0,0,26,9
RP11-624A21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-395E19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-18P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-395E19.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
RP11-717I24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8K,0,0,0,0,2,4,0,0,0,0,0,3,0,5,0,0
RN7SL185P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-395E19.3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ULK4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DNM1P32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GOLGA8O,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
RN7SL539P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-632K20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-632K20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-632K20.2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-632K20.7,44,22,97,35,69,55,26,5,22,70,42,18,17,38,31,34
RP11-1000B6.3,2,1,0,6,8,2,0,26,1,2,8,0,2,0,0,4
RP11-1000B6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1000B6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8N,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RN7SL286P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1000B6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP11A,8,2,8,8,2,8,0,2,6,2,2,0,6,0,0,0
SCG5,0,2,4,20,46,8,57,0,0,0,0,0,0,2,0,0
RP11-1000B6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-758N13.1,1,0,0,6,0,0,0,0,0,12,24,4,0,4,0,2
GREM1,62,20,3,45,19,5,0,160,25,611,931,83,37,56,6,51
FMN1,200,335,434,7,3,9,34,262,317,271,160,296,278,284,452,252
RP11-758N13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-250G15.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
RP11-12O16.1,0,0,0,0,2,0,0,0,0,2,0,0,6,0,2,5
TMCO5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-489D6.2,2,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0
RYR3,15,6,62,79,49,93,28,33,15,13,19,9,15,0,3,2
RP11-3D4.4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
RP11-3D4.3,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0
RP11-3D4.2,4,0,4,8,12,23,9,4,0,0,2,0,0,0,2,6
AVEN,895,821,757,936,711,1099,1088,1206,828,1733,2357,725,887,1242,824,582
CHRM5,0,10,0,0,13,28,29,4,0,8,0,0,4,6,0,0
RP11-74D7.3,6,5,2,6,3,2,18,0,0,7,4,0,0,4,0,2
RP11-74D7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC7,8946,9060,12631,16063,18702,11499,14828,7975,8026,10350,8401,9599,7372,12338,11957,10133
RP11-1084A12.1,2,0,4,2,4,3,0,8,2,4,0,0,0,0,0,0
PGBD4,79,98,108,464,556,462,422,115,211,264,200,65,87,253,94,143
KATNBL1,2689,2555,3089,3995,4366,2937,4739,1880,2756,2525,2010,2005,2000,3220,2167,1999
EMC4,5420,5293,8880,11718,9287,14400,12312,5232,5629,6764,5902,5521,4849,9786,5619,6428
SLC12A6,591,1197,448,168,325,330,197,1101,976,567,1086,574,1509,623,526,417
RP11-1084A12.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NOP10,18435,21528,16015,9837,8732,13874,9918,15236,12648,11306,9166,10215,14510,14575,16107,7982
NUTM1,0,0,0,2,4,6,0,8,0,0,0,0,0,0,0,0
LPCAT4,554,878,779,768,481,661,421,644,725,539,790,424,548,689,1184,383
RP11-602M11.3,1,2,0,1,0,0,0,0,2,0,0,1,2,0,1,1
GOLGA8A,4,2,26,40,208,181,49,4,37,4,13,0,2,2,28,4
MIR1233-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-602M11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1H8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1H8.5,2,0,2,6,0,13,1,0,0,6,4,0,6,0,0,0
RP11-1H8.2,45,55,53,75,44,34,31,15,37,71,54,25,62,64,66,58
RP11-1H8.3,13,14,18,47,40,16,19,49,34,31,25,15,34,3,10,13
RP11-1H8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8B,6,16,18,78,194,140,124,3,21,27,16,0,4,15,9,4
MIR1233-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1H8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2125J1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GJD2,0,2,0,4,0,4,4,0,0,0,0,0,0,0,0,0
RP11-814P5.1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
ACTC1,828,186,556,53,61,48,10,37,142,321,2,62,30,88,24,9
RP11-83J16.3,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,1
AQR,3861,3378,4178,3457,2944,3775,3663,3125,3881,4301,3610,3896,4417,3606,2565,3587
RP11-83J16.1,0,6,0,3,7,7,6,2,1,0,5,2,2,2,0,2
ZNF770,2074,2201,3723,6408,9036,6908,6305,1954,2315,2894,2479,1751,1963,4087,1966,2785
RP11-463I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-463I20.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-463I20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-463I20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-323I15.3,1,0,0,0,1,0,0,0,0,2,1,0,2,4,0,0
NANOGP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-323I15.2,4,8,5,5,7,10,8,4,1,4,2,1,1,5,0,3
RP11-323I15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-323I15.4,0,0,2,0,3,1,1,0,0,0,0,5,1,0,2,0
ANP32AP1,17,17,25,16,6,32,17,27,25,18,13,21,26,16,57,15
DPH6,1029,1006,1470,919,881,1164,774,944,494,1213,510,925,722,1399,432,902
RP11-150L8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-150L8.4,0,0,0,2,2,1,0,3,0,4,1,0,4,1,5,10
MIR3942,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
RP11-139F4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-139F4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-702M1.1,18,3,12,9,27,50,21,76,12,57,33,21,30,236,2,46
RP11-702M1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-184D12.1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
RP11-684B21.1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
RP11-475A13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-475A13.1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
RP11-618N24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf41,571,456,967,637,205,223,589,320,520,1037,739,503,328,557,617,895
RP11-618N24.1,4,7,3,4,6,1,8,9,11,8,14,7,30,1,11,4
LARP4P,10,5,9,3,6,4,2,8,2,8,6,6,1,2,2,6
HMGB1P10,21,17,4,16,13,2,3,10,9,27,14,8,16,18,17,17
RP11-16L14.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CSNK1A1P1,0,3,2,24,12,9,12,16,32,10,5,2,5,53,14,2
RP11-122D10.1,9,10,0,91,71,59,62,111,155,23,0,4,0,225,28,9
MEIS2,828,1554,2807,1425,1577,2411,1783,1092,1276,1563,756,73,451,2316,254,1174
MIR8063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-128A17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-128A17.2,0,5,0,4,2,8,0,0,0,0,0,0,0,0,0,0
RP11-597G23.1,0,1,0,1,1,1,0,0,0,0,1,1,2,5,0,0
RP11-720L8.1,0,0,0,1,4,0,0,8,0,13,0,0,0,4,0,13
RP11-25H11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMCO5A,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
RP11-1008C21.1,22,32,23,4,1,0,0,35,42,15,2,33,2,48,2,15
RP11-1008C21.2,95,127,132,149,121,186,36,91,134,124,87,130,105,146,144,130
RP11-346D14.1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
SPRED1,7534,6301,6500,6692,4339,5019,5254,9592,10357,12041,7041,10351,14297,5704,5094,12005
FAM98B,205,248,266,406,518,1125,588,196,281,298,114,119,152,358,187,110
AC109631.1,0,0,5,7,8,0,2,0,0,0,0,0,0,0,0,2
RASGRP1,157,461,230,153,136,204,33,108,71,84,102,427,221,80,102,115
RP11-102L12.2,4,0,6,2,7,0,0,0,2,8,0,6,5,0,2,0
RP11-275I4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-275I4.2,0,0,0,12,2,0,3,5,2,2,6,0,0,4,0,0
RP11-326N17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-326N17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-624L4.1,1,2,0,19,5,17,9,61,31,100,338,26,2,34,0,5
RP11-62C7.2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
RP11-265N7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf54,0,0,0,0,12,2,30,20,2,26,46,0,0,0,0,0
RP11-462P6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-624L4.2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0
RP11-27M9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS1,2799,304,715,3820,3828,2229,1458,57163,4853,77961,341822,6666,2735,18301,805,10930
CTD-2033D15.2,0,0,0,9,1,5,0,125,15,41,347,0,8,73,2,17
CTD-2033D15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSIP1,24,16,103,461,182,311,152,172,143,109,82,27,4,330,59,170
RP11-37C7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-37C7.3,8,12,4,11,40,29,42,6,10,14,2,4,4,37,6,36
GPR176,648,813,969,1399,1251,672,364,3653,654,4815,9444,2392,1452,1561,316,2745
RP11-37C7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-325N19.3,0,0,0,5,9,4,0,2,3,0,0,0,0,0,0,0
EIF2AK4,2178,3144,3104,2823,2521,4194,1992,3458,3197,4761,5167,2108,2473,2832,2921,3519
RP11-325N19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRP14,33101,32460,33757,31350,34807,43745,32193,27332,28359,39035,27813,28303,23590,44990,22116,29599
RP11-521C20.4,292,335,499,461,535,649,458,244,363,341,291,139,262,568,513,273
RP11-521C20.2,2,20,13,20,28,9,12,8,4,14,4,4,7,36,6,6
RP11-521C20.5,0,0,0,2,15,2,17,0,0,0,0,5,0,3,6,5
BMF,1611,1143,1624,136,102,87,36,1480,948,1225,851,1191,1616,876,2838,1165
RP11-521C20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-521C20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUB1B,296,204,115,162,87,72,0,225,159,244,106,31,423,17,16,12
RP11-133K1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-133K1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-133K1.7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
PAK6,84,70,82,170,157,122,45,120,49,29,21,26,7,231,56,75
RP11-133K1.8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
C15orf56,9,12,21,18,9,14,0,17,0,12,0,0,0,6,0,5
RP11-133K1.9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
PLCB2,1798,2572,1094,234,185,359,271,2755,4116,2072,1769,2701,1981,1328,2142,1823
ANKRD63,17,56,17,89,20,61,20,20,15,17,28,38,12,78,14,33
RP11-133K1.12,4,19,0,22,13,23,12,4,6,3,39,5,10,15,4,6
RP11-133K1.5,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-133K1.1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
RP11-133K1.6,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0
INAFM2,418,522,1881,311,1149,1645,2095,1784,2732,2523,2489,2337,565,720,816,2809
C15orf52,479,417,462,401,540,941,186,1039,673,511,715,199,158,1650,208,475
RNA5SP392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHGR1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
DISP2,109,164,184,842,1094,1921,674,1270,467,324,179,85,45,2215,127,1057
RP11-64K12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNSTRN,720,791,683,1111,691,1148,1323,813,945,1200,1040,736,879,1039,855,882
IVD,3498,3385,4824,3487,2772,5191,3216,5307,6725,3960,3189,4155,6408,6244,5124,3908
BAHD1,651,938,707,971,942,970,1101,696,636,847,955,622,542,1079,647,716
RP11-64K12.9,8,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1
RP11-64K12.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
CHST14,171,181,281,897,359,886,654,287,347,466,460,242,246,601,143,277
RP11-64K12.1,4,0,0,4,9,3,0,2,0,1,0,0,2,0,0,0
RP11-111A22.1,4,6,3,1,1,4,0,13,3,3,0,2,19,6,30,0
C15orf57,1147,1264,2146,864,647,726,699,1704,1661,992,719,1082,2129,1256,3226,891
RNU6-516P,0,0,2,0,0,1,4,2,4,4,0,0,10,0,1,3
RPUSD2,933,1001,1640,1824,2113,1489,1832,777,777,931,855,715,824,1477,1290,930
CASC5,136,46,21,94,153,128,170,137,89,103,48,20,220,14,77,0
RN7SL376P,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0
CTD-2339L15.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CTD-2339L15.1,19,24,98,210,162,129,71,52,101,51,14,23,59,116,99,36
RAD51,5,4,2,5,6,13,0,7,5,4,13,3,17,0,10,3
RP11-532F12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN3,4231,3854,7001,6725,4159,7923,6052,4519,5916,5065,3686,3861,4120,7651,4545,5355
RP11-532F12.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GCHFR,18,53,34,41,17,48,47,34,48,20,52,56,58,72,40,29
DNAJC17,503,545,778,845,442,1110,850,702,1055,595,737,644,964,728,832,655
C15orf62,2,10,6,346,126,50,38,0,7,6,30,2,44,0,20,3
ZFYVE19,913,1206,1777,1592,1093,2019,1277,994,1208,917,1143,1019,1088,1726,1453,983
PPP1R14D,0,8,0,2,0,2,1,0,0,0,0,0,0,8,0,0
RP11-532F12.5,5,28,2,9,0,0,0,4,36,5,16,32,12,5,0,10
SPINT1,622,2168,1350,308,5,27,0,1175,2150,639,1080,2484,1038,1889,3444,621
RHOV,0,10,4,65,129,103,26,8,0,0,4,2,0,0,8,0
CTD-2129N1.1,0,0,0,5,6,2,3,0,0,0,0,0,0,0,0,0
VPS18,9677,9674,8864,4877,5464,3735,4693,8583,7679,8681,8262,9991,10699,5930,7420,8699
RP11-540O11.1,1,12,19,33,31,30,9,4,12,12,0,1,0,20,2,0
DLL4,12,0,0,109,162,45,51,0,0,0,15,0,0,0,0,0
ISCA1P4,6,2,18,11,20,30,10,12,8,11,17,2,12,39,5,2
CHAC1,185,418,1895,1270,2454,1041,655,343,364,1818,3547,470,420,1595,1016,1845
